Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
170123_11,N54772,ProbeTrial1,1,3,F,388,old,60,96.848,6.7,9.275,8.9,14.191,22.3,36.969,22.1,36.412,0.3683333333,0.3759705931,1.6141333333,1.64760181
170123_12,,ProbeTrial1,1,3,F,388,old,60,94.259,14.8,22.975,19.4,25.826,7.7,14.716,18.1,30.742,0.3016666667,0.3261439226,1.5709833333,1.6984530387
170206_1,N54798,ProbeTrial1,1,3,F,394,old,60,81.411,13.3,16.223,3.5,5.703,20.5,27.071,22.7,32.414,0.3783333333,0.3981525838,1.35685,1.4279295154
170206_2,N54805/N54800,ProbeTrial1,1,3,F,394,old,60,86.426,11.3,18.026,5.4,10.324,5.3,10.226,38,47.85,0.6333333333,0.553652836,1.4404333333,1.2592105263
170206_3,N54801,ProbeTrial1,1,3,M,393,old,60,109.433,17.4,30.709,9.5,15.404,11.2,24.122,22,39.198,0.3666666667,0.3581917703,1.8238833333,1.7817272727
170206_4,N54802,ProbeTrial1,1,3,M,393,old,60,93.079,13.3,23.434,3.5,5.342,12.7,19.337,30.5,44.966,0.5083333333,0.4830950053,1.5513166667,1.474295082
170206_5,N54803,ProbeTrial1,1,3,M,393,old,60,101.043,8.3,13.536,4.6,8.325,10.9,16.748,36.2,62.435,0.6033333333,0.6179052483,1.68405,1.7247237569
170206_6,N54804,ProbeTrial1,1,3,M,383,old,60,108.417,12,23.597,16,27.563,11.3,21.139,20.7,36.117,0.345,0.3331304131,1.80695,1.7447826087
170206_7,N54806,ProbeTrial1,1,3,M,383,old,60,120.249,13,23.565,0.5,0.983,5.4,11.799,41.1,83.902,0.685,0.6977355321,2.00415,2.0414111922
170206_8,N54807,ProbeTrial1,1,3,M,383,old,60,115.332,7.6,13.044,4.1,9.505,12.6,27.956,35.7,64.827,0.595,0.5620903132,1.9222,1.8158823529
170206_9,N54818,ProbeTrial1,1,0,M,367,old,60,93.374,20,24.351,4.5,9.799,17,26.055,18.4,33.167,0.3066666667,0.355205946,1.5562333333,1.8025543478
170206_10,N54824,ProbeTrial1,1,0,M,367,old,60,79.51,40.1,43.754,6.5,12.716,2.9,5.309,10.5,17.731,0.175,0.2230033958,1.3251666667,1.6886666667
170206_11,N54825,ProbeTrial1,1,0,M,367,old,60,95.701,9.1,13.601,5.1,8.98,13.3,27.039,32.6,46.081,0.5433333333,0.4815101201,1.5950166667,1.4135276074
170206_12,N54826,ProbeTrial1,1,0,M,367,old,60,113.661,11.9,23.991,4.6,10.979,19,35.822,24.5,42.869,0.4083333333,0.3771654305,1.89435,1.749755102
170227_1,N54859,ProbeTrial1,1,0,F,120,young,60,97.339,11.9,18.059,10.1,16.387,3.5,7.8,34.6,55.093,0.5766666667,0.5659910211,1.6223166667,1.592283237
170227_2,N54860,ProbeTrial1,1,0,F,120,young,60,5.572,0,0,0,0,1.1,5.572,58.9,0,0.9816666667,0,0.0928666667,0
170227_3,N54861,ProbeTrial1,1,0,F,120,young,60,100.191,11,18.222,2.9,6.063,9.5,18.845,36.6,57.06,0.61,0.5695122316,1.66985,1.5590163934
170227_4,N54873,ProbeTrial1,1,0,F,120,young,60,93.964,2.4,6.194,8.6,17.796,29.9,44.966,19.1,25.007,0.3183333333,0.2661338385,1.5660666667,1.3092670157
170227_5,N54874,ProbeTrial1,1,0,F,120,young,60,102.977,22.2,37.035,8.7,16.387,3,5.211,26.1,44.343,0.435,0.4306107189,1.7162833333,1.6989655172
170227_6,N54875,ProbeTrial1,1,0,M,120,young,60,76.987,0,0,3.8,8.161,20.8,25.859,35.4,42.967,0.59,0.5581072129,1.2831166667,1.2137570621
170227_7,N54876,ProbeTrial1,1,0,M,120,young,60,85.475,13.4,20.615,11.3,19.075,2.5,4.523,32.7,41.263,0.545,0.4827493419,1.4245833333,1.2618654434
170227_8,N54877,ProbeTrial1,1,0,M,120,young,60,85.934,6.9,15.961,6.6,9.144,29.3,32.709,17.2,28.12,0.2866666667,0.3272278726,1.4322333333,1.6348837209
170227_9,N54879,ProbeTrial1,1,0,M,120,young,60,,0,0,0,0,60,0,0,0,0,,,
170227_10,N54880,ProbeTrial1,1,0,M,120,young,60,108.024,11,21.139,2.3,4.719,16.4,25.826,30.3,56.339,0.505,0.5215415093,1.8004,1.8593729373
170313_1,N54837,ProbeTrial1,1,0,F,380,old,60,96.848,14.2,22.45,4,5.768,12.2,21.565,29.6,47.064,0.4933333333,0.4859573765,1.6141333333,1.59
170313_2,N54838,ProbeTrial1,1,0,F,380,old,60,105.73,23,40.673,4.4,9.177,15.2,26.613,17.4,29.267,0.29,0.2768088527,1.7621666667,1.6820114943
170313_3,N54843,ProbeTrial1,1,0,M,380,old,60,70.891,28.8,37.854,19.5,21.008,9.8,7.767,1.9,4.261,0.0316666667,0.0601063605,1.1815166667,2.2426315789
170313_4,N54844,ProbeTrial1,1,0,M,380,old,60,72.202,16.2,17.764,4.2,4.556,6.1,8.39,33.6,41.492,0.56,0.5746655217,1.2033666667,1.2348809524
170313_5,N54856,ProbeTrial1,1,0,M,380,old,60,96.127,11,17.96,7.2,13.667,15,23.04,26.7,41.459,0.445,0.4312940173,1.6021166667,1.5527715356
170313_6,N54857,ProbeTrial1,1,0,M,380,old,60,0,0,0,0,0,0,0,60,0,1,,0,0
170313_7,N54858,ProbeTrial1,1,0,M,380,old,60,102.485,10.5,16.977,8.5,15.895,17.3,30.906,23.7,38.706,0.395,0.3776747817,1.7080833333,1.633164557
170501_3,N54891/N54900LRspecific,ProbeTrial1,1,0,M,381,old,60,79.936,20.1,27.465,11,13.142,9.6,11.864,19.4,27.465,0.3233333333,0.3435873699,1.3322666667,1.4157216495
170501_4,N54892,ProbeTrial1,1,0,F,381,old,60,91.604,20.5,27.825,5.3,7.997,13.8,23.597,20.4,32.184,0.34,0.3513383695,1.5267333333,1.5776470588
170501_5,N54893,ProbeTrial1,1,0,M,381,old,60,89.506,21.6,29.169,11.1,19.533,13.5,20.058,13.9,20.746,0.2316666667,0.2317833441,1.4917666667,1.4925179856
170501_6,N54897,ProbeTrial1,1,0,M,381,old,60,101.731,12.5,21.402,10.6,21.664,15.6,25.269,21.4,33.397,0.3566666667,0.328287346,1.6955166667,1.5606074766
170501_7,N54898,ProbeTrial1,1,0,F,381,old,60,73.152,10.5,12.946,10.2,17.436,12.4,18.026,26.9,24.745,0.4483333333,0.3382682633,1.2192,0.9198884758
170501_8,N54899,ProbeTrial1,1,0,F,381,old,60,81.378,20.6,20.779,2.3,4.064,8.1,12.684,29,43.852,0.4833333333,0.5388679987,1.3563,1.512137931
161107_1,N54716/N54915,ProbeTrial2,2,4,F,383,old,60,66.663,9.8,11.963,21.9,24.843,15.3,14.781,13,15.076,0.2166666667,0.2261524384,1.11105,1.1596923077
161107_2,N54714/N54916,ProbeTrial2,2,4,F,383,old,60,61.091,19.9,23.007,3.7,5.113,1.9,2.851,34.4,30.119,0.5733333333,0.4930186116,1.0181833333,0.8755523256
161107_3,N54717,ProbeTrial2,2,4,F,383,old,60,77.708,8.2,11.602,5.1,9.111,7.7,11.209,38.9,45.786,0.6483333333,0.5892057446,1.2951333333,1.1770179949
161107_4,N54715/N54917,ProbeTrial2,2,4,M,379,old,60,91.243,18.1,20.025,6.7,11.766,7.8,15.404,27.4,44.049,0.4566666667,0.4827658012,1.5207166667,1.6076277372
161107_5,N54718//N54721,ProbeTrial2,2,4,M,379,old,60,92.62,10.7,19.206,6.6,13.077,6.4,12.585,36.3,47.752,0.605,0.5155689916,1.5436666667,1.3154820937
161107_6,N54719,ProbeTrial2,2,4,M,379,old,60,70.891,7.7,12.094,9.2,13.929,10.2,14.847,33,30.021,0.55,0.4234811189,1.1815166667,0.9097272727
161107_7,N54720,ProbeTrial2,2,4,M,379,old,60,56.437,2.5,2.786,3,4.064,31,28.874,23.5,20.713,0.3916666667,0.3670110034,0.9406166667,0.8814042553
161107_8,N54722,ProbeTrial2,2,4,M,379,old,60,110.285,9.5,19.665,15.6,28.251,6.7,14.781,28.2,47.588,0.47,0.431500204,1.8380833333,1.6875177305
170123_1,N54760/N54754/N54755,ProbeTrial2,2,0,F,400,old,60,87.737,7.7,11.569,7,15.273,9.5,19.337,35.8,41.558,0.5966666667,0.4736656143,1.4622833333,1.1608379888
170123_2,N54757/N54759,ProbeTrial2,2,0,F,400,old,60,102.485,7.5,15.207,11.6,21.664,12.6,21.5,28.4,44.114,0.4733333333,0.4304434795,1.7080833333,1.5533098592
170123_3,N54765,ProbeTrial2,2,0,F,400,old,60,2.687,0,0,0,0,7.2,2.687,52.8,0,0.88,0,0.0447833333,0
170123_4,N54766,ProbeTrial2,2,4,M,396,old,0,,0,0,0,0,0,0,0,0,,,,
170123_5,N54770,ProbeTrial2,2,4,M,396,old,60,70.53,12.4,12.782,0,0,4.5,5.998,43,51.75,0.7166666667,0.7337303275,1.1755,1.2034883721
170123_6,N54761,ProbeTrial2,2,4,F,396,old,60,64.991,6.7,8.095,1.2,2.261,29.5,29.431,22.6,25.203,0.3766666667,0.3877921558,1.0831833333,1.1151769912
170123_7,N54762,ProbeTrial2,2,4,F,396,old,60,51.685,6.2,6.325,1.8,1.344,11,11.405,41,32.61,0.6833333333,0.6309374093,0.8614166667,0.7953658537
170123_8,N54763,ProbeTrial2,2,4,F,396,old,60,,0,0,0,0,60,0,0,0,0,,,
170123_9,N54764,ProbeTrial2,2,4,F,396,old,60,71.644,5,5.867,2.5,4.031,17.9,21.369,34.6,40.378,0.5766666667,0.5635922059,1.1940666667,1.1669942197
170123_10,N54771,ProbeTrial2,2,3,F,388,old,60,95.242,5.3,10.389,12.6,22.909,19.4,30.939,22.8,31.004,0.38,0.3255286533,1.5873666667,1.3598245614
170123_11,N54772,ProbeTrial2,2,3,F,388,old,60,83.443,11.8,19.894,11.9,16.19,4,7.473,32.3,39.886,0.5383333333,0.4780029481,1.3907166667,1.2348606811
170123_12,,ProbeTrial2,2,3,F,388,old,60,77.839,8.3,11.668,2.5,4.162,15.6,20.549,33.6,41.459,0.56,0.5326250337,1.2973166667,1.2338988095
170206_1,N54798,ProbeTrial2,2,3,F,394,old,60,90.621,6.9,10.75,15.2,23.204,12,20.058,25.9,36.609,0.4316666667,0.4039792101,1.51035,1.4134749035
170206_2,N54805/N54800,ProbeTrial2,2,3,F,394,old,60,102.747,19.3,33.823,7.8,12.946,10.4,19.959,22.5,36.019,0.375,0.3505601137,1.71245,1.6008444444
170206_3,N54801,ProbeTrial2,2,3,M,393,old,60,92.554,6.3,11.733,10.1,18.288,11.5,15.142,32.1,47.391,0.535,0.5120362167,1.5425666667,1.4763551402
170206_4,N54802,ProbeTrial2,2,3,M,393,old,60,107.663,13.2,26.383,8.3,16.485,16.9,26.777,21.5,38.018,0.3583333333,0.3531203849,1.7943833333,1.7682790698
170206_5,N54803,ProbeTrial2,2,3,M,393,old,60,99.568,13.5,22.45,7.5,11.995,8.2,16.518,30.8,48.604,0.5133333333,0.4881488028,1.6594666667,1.5780519481
170206_6,N54804,ProbeTrial2,2,3,M,383,old,60,74.922,20.5,22.745,14.6,21.336,13.7,15.535,11.3,15.306,0.1883333333,0.2042924642,1.2487,1.3545132743
170206_7,N54806,ProbeTrial2,2,3,M,383,old,60,119.2,9.7,19.042,7.5,15.338,21,41.492,21.9,43.327,0.365,0.3634815436,1.9866666667,1.9784018265
170206_8,N54807,ProbeTrial2,2,3,M,383,old,60,111.203,12,18.452,7,14.486,8.3,19.238,32.7,59.026,0.545,0.5307950325,1.8533833333,1.8050764526
170206_9,N54818,ProbeTrial2,2,0,M,367,old,60,86.589,10.3,13.569,3.7,7.014,21.2,29.562,24.8,36.445,0.4133333333,0.4208964187,1.44315,1.4695564516
170206_10,N54824,ProbeTrial2,2,0,M,367,old,60,96.979,24.2,34.773,10.7,19.632,4.8,9.668,20.3,32.905,0.3383333333,0.3393002609,1.6163166667,1.6209359606
170206_11,N54825,ProbeTrial2,2,0,M,367,old,60,90.653,14.1,23.532,6.5,12.028,12.9,19.37,26.4,35.724,0.44,0.3940741068,1.5108833333,1.3531818182
170206_12,N54826,ProbeTrial2,2,0,M,367,old,60,104.517,13.6,27.596,18.3,33.135,6.9,12.749,21.2,31.037,0.3533333333,0.296956476,1.74195,1.464009434
170227_1,N54859,ProbeTrial2,2,0,F,120,young,60,87.147,28.1,32.02,5.7,13.372,3.3,6.588,22.9,35.167,0.3816666667,0.4035365532,1.45245,1.5356768559
170227_2,N54860,ProbeTrial2,2,0,F,120,young,60,116.971,9.3,21.434,9.9,22.286,10.9,19.402,29.9,53.848,0.4983333333,0.4603534209,1.9495166667,1.8009364548
170227_3,N54861,ProbeTrial2,2,0,F,120,young,60,120.216,9.5,22.123,7.5,17.338,9.6,20.058,33.4,60.698,0.5566666667,0.5049078326,2.0036,1.8173053892
170227_4,N54873,ProbeTrial2,2,0,F,120,young,60,109.761,10.6,22.319,6,13.142,11.5,23.958,31.9,50.341,0.5316666667,0.4586419584,1.82935,1.5780877743
170227_5,N54874,ProbeTrial2,2,0,F,120,young,60,118.839,7.2,13.831,9.8,19.435,19,36.707,24.1,48.866,0.4016666667,0.4111949781,1.98065,2.0276348548
170227_6,N54875,ProbeTrial2,2,0,M,120,young,60,82.788,1.4,2.032,2.8,3.081,18.1,30.218,37.7,47.457,0.6283333333,0.5732352515,1.3798,1.258806366
170227_7,N54876,ProbeTrial2,2,0,M,120,young,60,93.472,13.1,24.384,4.1,6.391,7.9,11.176,34.9,51.521,0.5816666667,0.5511918008,1.5578666667,1.4762464183
170227_8,N54877,ProbeTrial2,2,0,M,120,young,60,117.725,11.7,25.859,4,7.309,15,32.348,29.3,52.209,0.4883333333,0.4434826927,1.9620833333,1.7818771331
170227_9,N54879,ProbeTrial2,2,0,M,120,young,60,111.367,17.1,27.465,7.6,17.731,9.6,20.812,25.7,45.359,0.4283333333,0.4072930042,1.8561166667,1.7649416342
170227_10,N54880,ProbeTrial2,2,0,M,120,young,60,110.22,14.1,28.645,2.5,5.146,7.6,14.257,35.9,62.173,0.5983333333,0.5640809291,1.837,1.7318384401
170313_1,N54837,ProbeTrial2,2,0,F,380,old,60,73.447,11.2,18.321,4.7,6.62,5.3,9.046,38.8,39.46,0.6466666667,0.5372581589,1.2241166667,1.0170103093
170313_2,N54838,ProbeTrial2,2,0,F,380,old,60,114.218,18.5,34.282,5.3,9.898,9.5,19.828,26.7,50.21,0.445,0.4395979618,1.9036333333,1.8805243446
170313_3,N54843,ProbeTrial2,2,0,M,380,old,60,83.017,7.2,11.471,13,19.37,11.4,19.337,28.4,32.84,0.4733333333,0.3955816279,1.3836166667,1.1563380282
170313_4,N54844,ProbeTrial2,2,0,M,380,old,60,77.38,4.1,6.719,6.7,11.569,16.8,24.286,32.4,34.806,0.54,0.4498061515,1.2896666667,1.0742592593
170313_5,N54856,ProbeTrial2,2,0,M,380,old,60,96.913,8.8,15.666,11.7,20.713,7.9,15.437,31.7,45.097,0.5283333333,0.465334888,1.6152166667,1.4226182965
170313_6,N54857,ProbeTrial2,2,0,M,380,old,60,78.232,17.8,23.63,11,10.389,5,9.963,26.2,34.249,0.4366666667,0.4377876061,1.3038666667,1.3072137405
170313_7,N54858,ProbeTrial2,2,0,M,380,old,60,88.261,14.1,22.057,5.4,8.456,7.6,12.323,32.9,45.425,0.5483333333,0.5146667271,1.4710166667,1.3806990881
170501_3,N54891/N54900LRspecific,ProbeTrial2,2,0,M,381,old,60,99.109,17.7,28.972,21.4,39.132,4,8.587,16.9,22.418,0.2816666667,0.226195401,1.6518166667,1.3265088757
170501_4,N54892,ProbeTrial2,2,0,F,381,old,60,9.472,58.4,0,0,0,1,5.637,0.6,3.835,0.01,0.4048775338,0.1578666667,6.3916666667
170501_5,N54893,ProbeTrial2,2,0,M,381,old,60,9.21,58.3,0,0,0,1.7,9.21,0,0,0,0,0.1535,
170501_6,N54897,ProbeTrial2,2,0,M,381,old,60,103.403,12.7,23.139,8,14.814,17.4,27.924,22,37.526,0.3666666667,0.362910167,1.7233833333,1.7057272727
170501_7,N54898,ProbeTrial2,2,0,F,381,old,60,81.509,7.8,14.552,6.4,11.143,5.5,8.521,40.4,47.293,0.6733333333,0.5802181354,1.3584833333,1.1706188119
170501_8,N54899,ProbeTrial2,2,0,F,381,old,60,93.8,10.1,19.238,12,16.027,10.6,18.124,27.2,40.411,0.4533333333,0.4308208955,1.5633333333,1.4856985294
