Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
161107_3,N54717,Day1,4,4,F,383,old,45.6,47.162,19.5,19.796,9.9,9.931,9.5,11.537,6.7,5.899,0.1469298246,0.1250795132,1.034254386,0.8804477612
161107_4,N54715/N54917,Day1,4,4,M,379,old,21.1,20.746,0,0,8.9,4.326,5,8.489,7.2,7.931,0.3412322275,0.382290562,0.9832227488,1.1015277778
161107_5,N54718//N54721,Day1,4,4,M,379,old,17.4,16.715,0.9,1.573,12.3,12.847,0,0,4.2,2.294,0.2413793103,0.1372419982,0.9606321839,0.5461904762
161107_6,N54719,Day1,4,4,M,379,old,47.1,56.404,4.5,7.833,24.7,27.793,6.9,9.111,11,11.668,0.2335456476,0.2068647614,1.197537155,1.0607272727
161107_7,N54720,Day1,4,4,M,379,old,60,56.962,21.3,18.649,17.4,14.355,4.4,7.538,16.9,16.42,0.2816666667,0.2882623503,0.9493666667,0.9715976331
161107_8,N54722,Day1,4,4,M,379,old,53.3,100.191,13.8,27.235,19.1,37.953,10,21.074,10.4,13.929,0.1951219512,0.1390244633,1.8797560976,1.3393269231
170123_1,N54760/N54754/N54755,Day1,4,0,F,400,old,60,106.418,26.1,45.982,25.2,44.966,6.6,11.766,2.1,3.703,0.035,0.0347967449,1.7736333333,1.7633333333
170123_2,N54757/N54759,Day1,4,0,F,400,old,29.4,39.395,11.4,16.649,7.3,7.8,1.9,4.588,8.8,10.357,0.2993197279,0.2629013834,1.3399659864,1.1769318182
170123_3,N54765,Day1,4,0,F,400,old,60,84.197,4.2,6.457,19,20.943,33.2,51.554,3.6,5.244,0.06,0.0622825041,1.4032833333,1.4566666667
170123_4,N54766,Day1,4,4,M,396,old,35.7,25.072,0,0,12.6,7.473,17.5,13.863,5.7,3.736,0.1596638655,0.1490108488,0.7022969188,0.6554385965
170123_5,N54770,Day1,4,4,M,396,old,41.2,30.054,0,0,11.8,7.44,21.6,16.125,7.7,6.489,0.1868932039,0.2159113596,0.7294660194,0.8427272727
170123_6,N54761,Day1,4,4,F,396,old,60,30.152,0,0,13.2,5.735,22.1,17.108,24.7,7.309,0.4116666667,0.2424051473,0.5025333333,0.2959109312
170123_7,N54762,Day1,4,4,F,396,old,60,62.959,22.5,27.301,24.2,20.746,12.6,14.06,0.7,0.852,0.0116666667,0.0135326165,1.0493166667,1.2171428571
170123_8,N54763,Day1,4,4,F,396,old,60,1.737,0,0,0,0,0.3,0,59.7,1.737,0.995,1,0.02895,0.0290954774
170123_9,N54764,Day1,4,4,F,396,old,60,86.753,29.7,42.41,29.3,42.672,0.9,1.671,0,0,0,0,1.4458833333,
170123_10,N54771,Day1,4,3,F,388,old,60,92.161,21.5,31.267,13.3,20.156,8.8,14.29,16.4,26.449,0.2733333333,0.2869869034,1.5360166667,1.6127439024
170123_11,N54772,Day1,4,3,F,388,old,25.4,,25.4,0,0,0,0,0,0,0,0,,,
170123_12,,Day1,4,3,F,388,old,38.4,64.598,4.1,8.882,10.6,17.862,10.9,21.238,12.9,16.617,0.3359375,0.2572370662,1.6822395833,1.2881395349
170206_1,N54798,Day1,4,3,F,394,old,31.2,31.627,0,0,18.6,16.617,5.8,9.308,6.8,5.703,0.2179487179,0.1803206121,1.0136858974,0.8386764706
170206_2,N54805/N54800,Day1,4,3,F,394,old,60,74.955,5.4,8.489,20.8,25.957,25.7,30.677,8.2,9.832,0.1366666667,0.1311720366,1.24925,1.1990243902
170206_3,N54801,Day1,4,3,M,393,old,60,109.466,23.9,42.017,13.4,23.63,9.3,18.452,13.4,25.367,0.2233333333,0.2317340544,1.8244333333,1.8930597015
170206_4,N54802,Day1,4,3,M,393,old,60,90.588,13.8,19.599,14.6,21.697,17.4,26.416,14.2,22.876,0.2366666667,0.2525279286,1.5098,1.6109859155
170206_5,N54803,Day1,4,3,M,393,old,56.4,95.012,7.6,11.766,18.7,34.315,15.9,26.678,14.2,22.254,0.2517730496,0.2342230455,1.6846099291,1.5671830986
170206_6,N54804,Day1,4,3,M,383,old,60,107.762,15.7,28.612,15.2,26.055,10.8,17.698,18.2,35.396,0.3033333333,0.3284645794,1.7960333333,1.9448351648
170206_7,N54806,Day1,4,3,M,383,old,8.8,12.684,1.1,1.934,1.1,2.261,1.5,3.441,5.2,5.047,0.5909090909,0.3979028698,1.4413636364,0.9705769231
170206_8,N54807,Day1,4,3,M,383,old,60,104.943,16.1,29.103,23.6,35.232,8.6,17.501,11.7,23.106,0.195,0.2201766673,1.74905,1.9748717949
170206_9,N54818,Day1,4,0,M,367,old,60,86.229,31.4,42.279,10.8,13.634,1.9,3.441,15.9,26.875,0.265,0.3116700878,1.43715,1.6902515723
170206_10,N54824,Day1,4,0,M,367,old,60,100.322,28,38.411,14.7,28.514,7.6,15.764,9.7,17.633,0.1616666667,0.1757640398,1.6720333333,1.8178350515
170206_11,N54825,Day1,4,0,M,367,old,60,105.762,14.2,26.187,22,31.168,11,24.155,12.8,24.253,0.2133333333,0.2293167678,1.7627,1.894765625
170206_12,N54826,Day1,4,0,M,367,old,60,93.669,13.2,26.055,17.9,29.693,9.3,14.29,19.6,23.63,0.3266666667,0.2522712957,1.56115,1.2056122449
170227_1,N54859,Day1,4,0,F,120,young,60,122.739,19.8,43.688,13,24.745,10.6,19.927,16.6,34.38,0.2766666667,0.2801065676,2.04565,2.0710843373
170227_2,N54860,Day1,4,0,F,120,young,12.5,9.603,11.5,5.899,0,0,0.7,0,0.4,3.703,0.032,0.385608664,0.76824,9.2575
170227_3,N54861,Day1,4,0,F,120,young,60,110.056,24.3,44.573,14.9,24.351,9.4,20.517,11.4,20.615,0.19,0.1873137312,1.8342666667,1.8083333333
170227_4,N54873,Day1,4,0,F,120,young,23.3,36.707,2.4,4.556,1.5,3.114,3.9,7.407,15.5,21.631,0.6652360515,0.5892881467,1.5754077253,1.3955483871
170227_5,N54874,Day1,4,0,F,120,young,9.1,17.272,8,9.046,0.3,4.949,0.5,3.277,0.3,0,0.032967033,0,1.898021978,0
170227_6,N54875,Day1,4,0,M,120,young,23.2,31.037,0,0,5.5,6.915,6.2,11.733,11.6,12.389,0.5,0.3991687341,1.3378017241,1.0680172414
170227_7,N54876,Day1,4,0,M,120,young,24.2,6.588,0,0,2.4,0,21.8,6.588,0,0,0,0,0.272231405,
170227_8,N54877,Day1,4,0,M,120,young,14.2,15.601,13.4,6.915,0.1,3.114,0.3,0,0.4,5.572,0.0281690141,0.3571565925,1.0986619718,13.93
170227_9,N54879,Day1,4,0,M,120,young,44.6,61.878,17.1,17.501,11.3,21.369,3.7,7.178,12.5,15.83,0.2802690583,0.2558259802,1.3873991031,1.2664
170227_10,N54880,Day1,4,0,M,120,young,60,90.686,5.1,10.094,12.2,14.027,30.5,47.326,12.2,19.238,0.2033333333,0.2121385881,1.5114333333,1.5768852459
170313_1,N54837,Day1,4,0,F,380,old,57.7,97.47,10.9,20.582,27.7,46.867,9.3,15.076,9.7,14.945,0.1681109185,0.1533292295,1.689254766,1.5407216495
170313_2,N54838,Day1,4,0,F,380,old,60,79.674,22.7,34.446,6.2,11.635,17.4,11.34,13.7,22.254,0.2283333333,0.2793132013,1.3279,1.624379562
170313_3,N54843,Day1,4,0,M,380,old,60,61.648,7.5,8.816,41.8,38.542,8.7,9.898,2,4.392,0.0333333333,0.0712431871,1.0274666667,2.196
170313_4,N54844,Day1,4,0,M,380,old,60,95.045,17.5,24.089,18.8,27.661,10.9,20.615,12.7,22.68,0.2116666667,0.2386238098,1.5840833333,1.7858267717
170313_5,N54856,Day1,4,0,M,380,old,19.1,20.615,3.8,6.227,6.2,7.309,0,0,9.2,7.079,0.4816753927,0.3433907349,1.0793193717,0.7694565217
170313_6,N54857,Day1,4,0,M,380,old,41.7,69.678,3.2,5.998,16.5,26.94,7.2,14.453,14.8,22.286,0.3549160671,0.319842705,1.6709352518,1.5058108108
170313_7,N54858,Day1,4,0,M,380,old,28.2,35.331,11.7,14.847,6.3,9.373,0.9,1.803,9.3,9.308,0.329787234,0.26345136,1.2528723404,1.0008602151
170501_3,N54891/N54900LRspecific,Day1,4,0,M,381,old,16.9,18.649,0,0,2.3,0.59,8.7,14.585,5.9,3.474,0.349112426,0.1862834468,1.1034911243,0.5888135593
170501_4,N54892,Day1,4,0,F,381,old,60,120.97,13,23.499,15.2,29.53,12.6,28.677,19.2,39.263,0.32,0.3245680747,2.0161666667,2.0449479167
170501_5,N54893,Day1,4,0,M,381,old,60,115.791,12.3,23.335,18.5,34.675,13.7,24.45,15.5,33.331,0.2583333333,0.2878548419,1.92985,2.1503870968
170501_6,N54897,Day1,4,0,M,381,old,8.1,10.553,0.9,1.868,1.9,3.343,1.3,2.819,4,2.524,0.4938271605,0.2391736947,1.3028395062,0.631
170501_7,N54898,Day1,4,0,F,381,old,60,109.99,13.6,25.498,18.6,35.134,9.6,20.189,18.1,29.169,0.3016666667,0.2651968361,1.8331666667,1.6115469613
170501_8,N54899,Day1,4,0,F,381,old,60,91.964,7.2,13.503,21.7,29.923,26.5,39.624,4.7,8.915,0.0783333333,0.096940107,1.5327333333,1.8968085106
161107_1,N54716/N54915,Day2,1,4,F,383,old,60,101.338,23.8,39.886,25.5,41.656,5.2,10.652,5.5,9.144,0.0916666667,0.0902326867,1.6889666667,1.6625454545
161107_2,N54714/N54916,Day2,1,4,F,383,old,27.4,25.203,1.7,3.277,18,14.257,3.7,5.342,4,2.327,0.1459854015,0.0923302781,0.9198175182,0.58175
161107_3,N54717,Day2,1,4,F,383,old,60,91.637,7.1,11.569,33.1,47.162,18.9,31.791,0.8,1.114,0.0133333333,0.0121566616,1.5272833333,1.3925
161107_4,N54715/N54917,Day2,1,4,M,379,old,17.8,35.199,5,11.405,0,0,3.6,7.636,9.2,16.158,0.5168539326,0.459047132,1.9774719101,1.7563043478
161107_5,N54718//N54721,Day2,1,4,M,379,old,29.9,52.537,9.4,16.387,1.3,3.146,6.3,12.815,12.9,20.189,0.4314381271,0.384281554,1.757090301,1.5650387597
161107_6,N54719,Day2,1,4,M,379,old,60,90.26,30.8,43.033,16.8,23.827,6.4,11.668,5.9,11.733,0.0983333333,0.1299911367,1.5043333333,1.9886440678
161107_7,N54720,Day2,1,4,M,379,old,44.1,,0,0,0,0,0,0,44.1,0,1,,,0
161107_8,N54722,Day2,1,4,M,379,old,30.5,46.048,14.6,15.764,6.4,15.469,5.7,12.651,3.9,2.163,0.1278688525,0.0469727241,1.5097704918,0.5546153846
170123_1,N54760/N54754/N54755,Day2,1,0,F,400,old,60,,60,0,0,0,0,0,0,0,0,,,
170123_2,N54757/N54759,Day2,1,0,F,400,old,16.2,26.645,2.3,4.752,2.3,5.08,1.5,3.343,10.1,13.47,0.6234567901,0.5055357478,1.6447530864,1.3336633663
170123_3,N54765,Day2,1,0,F,400,old,60,112.612,17.6,35.724,6.6,13.405,12.5,25.236,23.4,38.247,0.39,0.3396352076,1.8768666667,1.6344871795
170123_4,N54766,Day2,1,4,M,396,old,9.2,6.489,0,0,0,0,0,0,9.2,6.489,1,1,0.705326087,0.705326087
170123_5,N54770,Day2,1,4,M,396,old,44,51.587,8.7,13.437,0,0,9.8,13.405,25.5,24.745,0.5795454545,0.4796751119,1.1724318182,0.9703921569
170123_6,N54761,Day2,1,4,F,396,old,60,63.779,12.6,13.732,4.9,9.046,8.9,8.423,33.6,32.578,0.56,0.5107950893,1.0629833333,0.9695833333
170123_7,N54762,Day2,1,4,F,396,old,60,71.186,39.5,47.097,8.8,13.339,9.1,8.783,2.6,1.966,0.0433333333,0.02761779,1.1864333333,0.7561538462
170123_8,N54763,Day2,1,4,F,396,old,60,82.558,26,31.627,0,0,3.4,6.719,30.6,44.212,0.51,0.5355265389,1.3759666667,1.4448366013
170123_9,N54764,Day2,1,4,F,396,old,60,96.782,23.8,37.133,17.9,29.759,6.3,10.914,12,18.976,0.2,0.1960695171,1.6130333333,1.5813333333
170123_10,N54771,Day2,1,3,F,388,old,46.3,77.15,10.6,20.353,7.3,10.914,9.5,17.338,18.9,28.546,0.4082073434,0.3700064809,1.6663066955,1.5103703704
170123_11,N54772,Day2,1,3,F,388,old,60,113.628,22.5,42.967,9.2,17.108,7.4,15.273,20.9,38.28,0.3483333333,0.336888795,1.8938,1.8315789474
170123_12,,Day2,1,3,F,388,old,34.2,52.701,6.7,10.127,4.7,8.62,5.7,9.57,17.1,24.384,0.5,0.4626857175,1.5409649123,1.4259649123
170206_1,N54798,Day2,1,3,F,394,old,60,93.734,26.1,38.903,5.7,10.193,12.2,20.943,16,23.696,0.2666666667,0.2528004779,1.5622333333,1.481
170206_2,N54805/N54800,Day2,1,3,F,394,old,60,90.162,16.8,24.974,6.4,9.505,6.3,8.325,30.5,47.359,0.5083333333,0.525265633,1.5027,1.5527540984
170206_3,N54801,Day2,1,3,M,393,old,7.6,7.997,0,0,0,0,0,0,7.6,7.997,1,1,1.0522368421,1.0522368421
170206_4,N54802,Day2,1,3,M,393,old,14.7,12.815,0,0,0,0,0,0,14.7,12.815,1,1,0.8717687075,0.8717687075
170206_5,N54803,Day2,1,3,M,393,old,37.8,56.208,6.8,8.98,0,0,1.7,3.31,29.2,43.917,0.7724867725,0.7813300598,1.486984127,1.5040068493
170206_6,N54804,Day2,1,3,M,383,old,43.6,74.463,0.9,2.753,10.3,19.075,11.4,25.171,20.9,27.465,0.4793577982,0.3688409009,1.7078669725,1.3141148325
170206_7,N54806,Day2,1,3,M,383,old,24.7,51.75,4.9,12.028,7,13.634,5.6,15.043,7.2,11.045,0.2914979757,0.2134299517,2.0951417004,1.5340277778
170206_8,N54807,Day2,1,3,M,383,old,60,110.842,17,29.366,7.9,17.174,14.3,27.006,20.9,37.297,0.3483333333,0.3364879739,1.8473666667,1.7845454545
170206_9,N54818,Day2,1,0,M,367,old,60,113.202,14.4,26.482,4.5,8.849,22.1,39.067,18.9,38.805,0.315,0.3427942969,1.8867,2.0531746032
170206_10,N54824,Day2,1,0,M,367,old,60,119.003,20.9,39.46,9.4,20.025,9.2,19.828,20.5,39.69,0.3416666667,0.3335210037,1.9833833333,1.936097561
170206_11,N54825,Day2,1,0,M,367,old,60,107.27,19.2,31.824,13.4,22.975,11,22.254,16.4,30.218,0.2733333333,0.2817003822,1.7878333333,1.8425609756
170206_12,N54826,Day2,1,0,M,367,old,12.4,17.895,5.8,10.783,0,0,0,0,6.6,7.112,0.5322580645,0.3974294496,1.4431451613,1.0775757576
170227_1,N54859,Day2,1,0,F,120,young,60,135.292,8.2,15.994,13,23.729,20.2,37.854,18.6,57.715,0.31,0.4265958076,2.2548666667,3.1029569892
170227_2,N54860,Day2,1,0,F,120,young,21,37.035,1.3,2.589,1.5,3.671,4.4,7.669,13.8,23.106,0.6571428571,0.6238963143,1.7635714286,1.6743478261
170227_3,N54861,Day2,1,0,F,120,young,60,101.961,18.3,32.25,3.2,7.538,22.8,30.709,15.7,31.463,0.2616666667,0.3085787703,1.69935,2.0040127389
170227_4,N54873,Day2,1,0,F,120,young,47.4,74.496,7.1,15.797,3.1,6.194,20.5,23.597,16.6,28.907,0.3502109705,0.3880342569,1.5716455696,1.7413855422
170227_5,N54874,Day2,1,0,F,120,young,6.9,2.294,0,0,0,0,1.3,2.294,5.6,0,0.8115942029,0,0.3324637681,0
170227_6,N54875,Day2,1,0,M,120,young,6.6,7.374,0.1,0.328,0,0,1,2.098,5.5,4.949,0.8333333333,0.6711418497,1.1172727273,0.8998181818
170227_7,N54876,Day2,1,0,M,120,young,43.5,65.581,7.4,13.175,6.1,10.553,14.3,23.171,15.7,18.681,0.3609195402,0.2848538449,1.5076091954,1.1898726115
170227_8,N54877,Day2,1,0,M,120,young,8.1,5.08,0,0,0,0,0,0,8.1,5.08,1,1,0.6271604938,0.6271604938
170227_9,N54879,Day2,1,0,M,120,young,60,99.142,14.4,24.646,7.6,14.191,7.8,12.749,30.2,47.555,0.5033333333,0.4796655302,1.6523666667,1.5746688742
170227_10,N54880,Day2,1,0,M,120,young,60,83.246,11.8,18.517,5.1,8.194,10.8,15.338,32.3,41.197,0.5383333333,0.494882637,1.3874333333,1.2754489164
170313_1,N54837,Day2,1,0,F,380,old,60,0,0,0,0,0,0,0,60,0,1,,0,0
170313_2,N54838,Day2,1,0,F,380,old,14.6,8.783,0,0,0,0,0,0,14.6,8.783,1,1,0.6015753425,0.6015753425
170313_3,N54843,Day2,1,0,M,380,old,60,69.088,19.3,21.139,3.2,5.801,22.7,23.565,14.9,18.583,0.2483333333,0.268975799,1.1514666667,1.2471812081
170313_4,N54844,Day2,1,0,M,380,old,13.1,12.553,0,0,0,0,1.5,0.459,11.6,12.094,0.8854961832,0.9634350354,0.9582442748,1.0425862069
170313_5,N54856,Day2,1,0,M,380,old,36.4,58.567,12.7,20.025,7.9,15.371,6.7,12.028,9.1,11.143,0.25,0.190260727,1.6089835165,1.2245054945
170313_6,N54857,Day2,1,0,M,380,old,25.7,9.472,0,0,0,0,3.1,5.572,22.6,3.9,0.8793774319,0.4117398649,0.3685603113,0.1725663717
170313_7,N54858,Day2,1,0,M,380,old,41,70.17,7.8,15.043,3.1,6.522,13.3,24.581,16.8,24.023,0.4097560976,0.3423542825,1.7114634146,1.4299404762
170501_3,N54891/N54900LRspecific,Day2,1,0,M,381,old,60,103.37,26.4,50.8,7.4,13.7,8.3,9.898,17.9,28.972,0.2983333333,0.2802747412,1.7228333333,1.618547486
170501_4,N54892,Day2,1,0,F,381,old,7.6,3.867,0,0,0,0,0,0,7.6,3.867,1,1,0.5088157895,0.5088157895
170501_5,N54893,Day2,1,0,M,381,old,43.9,57.781,3.2,8.62,5,9.078,17.6,25.367,18,14.716,0.410022779,0.2546857964,1.3161958998,0.8175555556
170501_6,N54897,Day2,1,0,M,381,old,60,107.86,18.2,31.857,14.1,27.268,10.9,22.319,16.7,26.416,0.2783333333,0.2449100686,1.7976666667,1.5817964072
170501_7,N54898,Day2,1,0,F,381,old,46.3,78.855,10,20.844,10.7,20.91,13.7,19.632,12,17.469,0.2591792657,0.2215331938,1.7031317495,1.45575
170501_8,N54899,Day2,1,0,F,381,old,6.5,5.834,0,0,0,0,0,0,6.5,5.834,1,1,0.8975384615,0.8975384615
161107_1,N54716/N54915,Day2,2,4,F,383,old,60,,60,0,0,0,0,0,0,0,0,,,
161107_2,N54714/N54916,Day2,2,4,F,383,old,60,73.513,23.4,28.645,9.1,12.979,5.4,8.03,22.2,23.86,0.37,0.3245684437,1.2252166667,1.0747747748
161107_3,N54717,Day2,2,4,F,383,old,60,83.115,35,47.195,6.1,8.98,4.4,7.538,14.6,19.402,0.2433333333,0.2334356013,1.38525,1.3289041096
161107_4,N54715/N54917,Day2,2,4,M,379,old,60,118.839,13.5,29.792,7.1,13.306,15.9,28.087,23.5,47.654,0.3916666667,0.4009963059,1.98065,2.0278297872
161107_5,N54718//N54721,Day2,2,4,M,379,old,10.3,0.787,10.3,0.787,0,0,0,0,0,0,0,0,0.076407767,
161107_6,N54719,Day2,2,4,M,379,old,21.6,26.842,8.2,11.831,3,4.457,0,0,10.4,10.553,0.4814814815,0.3931525222,1.2426851852,1.0147115385
161107_7,N54720,Day2,2,4,M,379,old,17.9,,17.9,0,0,0,0,0,0,0,0,,,
161107_8,N54722,Day2,2,4,M,379,old,60,114.546,14.2,29.693,9.6,16.617,8.3,15.142,27.9,53.094,0.465,0.4635168404,1.9091,1.9030107527
170123_1,N54760/N54754/N54755,Day2,2,0,F,400,old,27,50.702,10.4,19.599,8.9,21.303,3.9,6.489,3.8,3.31,0.1407407407,0.0652834208,1.8778518519,0.8710526316
170123_2,N54757/N54759,Day2,2,0,F,400,old,21.1,34.511,4.8,8.98,3.1,5.146,7.2,15.502,6,4.883,0.2843601896,0.1414911188,1.6355924171,0.8138333333
170123_3,N54765,Day2,2,0,F,400,old,60,123.591,21.8,45.261,13.2,25.171,8.9,21.238,16.2,31.922,0.27,0.2582874158,2.05985,1.9704938272
170123_4,N54766,Day2,2,4,M,396,old,58.1,64.532,9.4,10.094,12.8,16.846,23.1,29.103,12.8,8.489,0.2203098107,0.1315471394,1.1107056799,0.663203125
170123_5,N54770,Day2,2,4,M,396,old,60,,0,0,0,0,60,0,0,0,0,,,
170123_6,N54761,Day2,2,4,F,396,old,60,53.225,13.4,11.11,5.4,9.046,31.5,23.925,9.7,9.144,0.1616666667,0.1717989667,0.8870833333,0.9426804124
170123_7,N54762,Day2,2,4,F,396,old,19.8,14.388,0,0,0,0,12.9,10.193,6.8,4.195,0.3434343434,0.2915624131,0.7266666667,0.6169117647
170123_8,N54763,Day2,2,4,F,396,old,48.7,52.34,0,0,8.6,14.781,32.3,31.889,7.7,5.67,0.158110883,0.108330149,1.0747433265,0.7363636364
170123_9,N54764,Day2,2,4,F,396,old,22.9,31.594,3.3,5.441,10.3,15.863,4.3,6.555,5.1,3.736,0.2227074236,0.1182503007,1.379650655,0.7325490196
170123_10,N54771,Day2,2,3,F,388,old,28.8,54.012,4.5,10.848,1.1,2.884,4.2,9.832,18.9,30.447,0.65625,0.5637080649,1.8754166667,1.610952381
170123_11,N54772,Day2,2,3,F,388,old,37.6,57.355,0,0,5.3,7.604,13.4,23.729,18.9,26.023,0.5026595745,0.4537180717,1.5253989362,1.3768783069
170123_12,,Day2,2,3,F,388,old,6.8,6.751,0.9,1.606,0.1,0.426,1.4,2.884,4.4,1.835,0.6470588235,0.2718115835,0.9927941176,0.4170454545
170206_1,N54798,Day2,2,3,F,394,old,60,101.239,21,32.119,9.2,16.027,13.8,24.286,15.9,28.809,0.265,0.284564249,1.6873166667,1.8118867925
170206_2,N54805/N54800,Day2,2,3,F,394,old,60,95.275,14.8,20.975,13.1,26.645,9.8,18.026,22.2,29.628,0.37,0.3109734978,1.5879166667,1.3345945946
170206_3,N54801,Day2,2,3,M,393,old,18.4,37.133,1.8,4.13,1.5,3.867,4.8,12.323,10.3,16.813,0.5597826087,0.4527778526,2.0180978261,1.6323300971
170206_4,N54802,Day2,2,3,M,393,old,27.2,38.084,0,0,5.4,8.652,17.8,27.268,4,2.163,0.1470588235,0.0567955047,1.4001470588,0.54075
170206_5,N54803,Day2,2,3,M,393,old,19.2,29.53,4.5,7.145,1.3,1.999,5.4,10.389,8,9.996,0.4166666667,0.3385032171,1.5380208333,1.2495
170206_6,N54804,Day2,2,3,M,383,old,47.4,86.196,11.2,20.779,6.1,12.094,5.3,11.405,24.7,41.918,0.5210970464,0.4863102696,1.8184810127,1.6970850202
170206_7,N54806,Day2,2,3,M,383,old,20.5,30.873,11.1,18.354,0.9,1.311,2.6,6.588,5.9,4.621,0.287804878,0.1496777119,1.506,0.783220339
170206_8,N54807,Day2,2,3,M,383,old,43.2,89.244,5.2,12.651,19.2,35.199,7.4,19.796,11.3,21.598,0.2615740741,0.2420106674,2.0658333333,1.9113274336
170206_9,N54818,Day2,2,0,M,367,old,60,135.489,14.8,33.954,10.2,26.285,20,43.196,15.1,32.053,0.2516666667,0.2365727107,2.25815,2.1227152318
170206_10,N54824,Day2,2,0,M,367,old,53.5,94.783,9.8,19.206,5.2,13.732,9.5,21.565,29,40.279,0.5420560748,0.4249601722,1.7716448598,1.3889310345
170206_11,N54825,Day2,2,0,M,367,old,60,100.486,12.8,22.286,4.7,8.292,17.3,27.366,25.1,42.541,0.4183333333,0.4233525068,1.6747666667,1.6948605578
170206_12,N54826,Day2,2,0,M,367,old,60,113.792,11.2,22.811,6.2,14.388,22.4,40.214,20.2,36.379,0.3366666667,0.3196973425,1.8965333333,1.8009405941
170227_1,N54859,Day2,2,0,F,120,young,60,107.467,32.9,54.831,6.1,12.651,8.5,20.648,12.5,19.337,0.2083333333,0.1799343054,1.7911166667,1.54696
170227_2,N54860,Day2,2,0,F,120,young,60,110.285,8.9,13.601,20.1,41.623,17.6,32.578,13.4,22.483,0.2233333333,0.2038627193,1.8380833333,1.6778358209
170227_3,N54861,Day2,2,0,F,120,young,30.2,47.424,7.7,16.354,3.2,5.735,4.1,7.374,15.2,17.96,0.5033112583,0.3787112011,1.5703311258,1.1815789474
170227_4,N54873,Day2,2,0,F,120,young,33.2,46.802,17.3,25.99,1,2.294,4.2,8.915,10.6,9.603,0.3192771084,0.2051835392,1.4096987952,0.9059433962
170227_5,N54874,Day2,2,0,F,120,young,60,85.147,24.9,34.118,29.9,46.375,2.8,3.081,2.5,1.573,0.0416666667,0.0184739333,1.4191166667,0.6292
170227_6,N54875,Day2,2,0,M,120,young,14.1,23.466,7.1,13.962,1.6,3.474,0,0,5.4,6.03,0.3829787234,0.2569675275,1.6642553191,1.1166666667
170227_7,N54876,Day2,2,0,M,120,young,22.2,32.086,3.4,4.949,0,0,0,0,18.8,27.137,0.8468468468,0.8457582746,1.4453153153,1.4434574468
170227_8,N54877,Day2,2,0,M,120,young,9.5,14.814,5.3,11.209,0.5,1.049,0,0,3.8,2.556,0.4,0.1725394897,1.5593684211,0.6726315789
170227_9,N54879,Day2,2,0,M,120,young,10.9,17.01,2.4,5.473,0.2,0.787,2.7,5.637,5.7,5.113,0.5229357798,0.3005878895,1.5605504587,0.8970175439
170227_10,N54880,Day2,2,0,M,120,young,60,77.773,27.7,35.56,14.6,21.893,14.6,13.044,3.2,7.276,0.0533333333,0.0935543183,1.2962166667,2.27375
170313_1,N54837,Day2,2,0,F,380,old,55.7,104.845,19.2,33.79,17,35.757,9.9,22.352,9.7,12.946,0.1741472172,0.1234775144,1.8823159785,1.3346391753
170313_2,N54838,Day2,2,0,F,380,old,39.1,47.883,0,0,12.1,13.405,3,7.014,24,27.465,0.6138107417,0.5735856149,1.224629156,1.144375
170313_3,N54843,Day2,2,0,M,380,old,60,76.364,30.1,32.283,4.4,7.407,4.5,6.686,21.1,29.988,0.3516666667,0.39269813,1.2727333333,1.4212322275
170313_4,N54844,Day2,2,0,M,380,old,5.9,6.555,1.6,4.13,0,0,0,0,4.3,2.425,0.7288135593,0.3699466056,1.1110169492,0.5639534884
170313_5,N54856,Day2,2,0,M,380,old,8.2,11.537,0.6,1.344,1.5,3.409,0.9,2.589,5.2,4.195,0.6341463415,0.3636127243,1.4069512195,0.8067307692
170313_6,N54857,Day2,2,0,M,380,old,60,99.339,8.8,15.24,17,24.941,13.7,26.252,20.4,32.905,0.34,0.331239493,1.65565,1.6129901961
170313_7,N54858,Day2,2,0,M,380,old,11.4,12.913,6.7,9.931,0,0,0,0,4.7,2.982,0.4122807018,0.2309300705,1.1327192982,0.6344680851
170501_3,N54891/N54900LRspecific,Day2,2,0,M,381,old,29.3,15.633,14.8,11.963,0,0,0,0,14.5,3.671,0.4948805461,0.2348237702,0.5335494881,0.2531724138
170501_4,N54892,Day2,2,0,F,381,old,60,127.164,19.2,34.675,17.5,40.05,13.7,32.053,9.6,20.386,0.16,0.1603126671,2.1194,2.1235416667
170501_5,N54893,Day2,2,0,M,381,old,35.6,53.946,11.3,16.158,1.4,3.015,4.1,7.538,18.7,27.235,0.5252808989,0.5048567086,1.5153370787,1.4564171123
170501_6,N54897,Day2,2,0,M,381,old,60,102.649,32.4,53.16,10.3,16.617,5.6,8.685,11.7,24.187,0.195,0.2356282088,1.7108166667,2.0672649573
170501_7,N54898,Day2,2,0,F,381,old,60,108.679,22.4,41.918,16.9,30.021,10.2,17.633,10.6,19.107,0.1766666667,0.1758113343,1.8113166667,1.8025471698
170501_8,N54899,Day2,2,0,F,381,old,60,68.531,27.7,21.533,23.7,29.169,5.4,11.045,3.2,6.784,0.0533333333,0.0989916972,1.1421833333,2.12
161107_1,N54716/N54915,Day2,3,4,F,383,old,41.2,47.523,10.9,13.044,6.1,4.359,4.4,7.866,19.8,22.254,0.4805825243,0.4682785178,1.1534708738,1.1239393939
